"NIT","Razón social de la sociedad","Fecha de Corte","Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU)","Tipo societario","Dirección de notificación judicial registrada en Cámara de Comercio","Departamento de la dirección del domicilio","Ciudad de la dirección del domicilio","Ingresos de actividades ordinarias","Costo de ventas","Ganancia bruta","Otros ingresos","Gastos de ventas","Gastos de administración","Otros gastos","Ganancia (pérdida) por actividades de operación","Costos financieros","Ganancia (pérdida), antes de impuestos","Ingreso (gasto) por impuestos","Ganancia (pérdida) procedente de operaciones continuadas","Ganancia (pérdida)","Ganancia (pérdida), atribuible a los propietarios de la controladora","Efectivo y equivalentes al efectivo","Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes","Inventarios corrientes","Activos por impuestos corrientes, corriente","Otros activos financieros corrientes","Otros activos no financieros corrientes","Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios","Activos corrientes totales","Propiedades, planta y equipo","Activos intangibles distintos de la plusvalía","Activos por impuestos diferidos","Otros activos financieros no corrientes","Total de activos no corrientes","Total de activos","Provisiones corrientes por beneficios a los empleados","Otras provisiones corrientes","Total provisiones corrientes","Cuentas por pagar comerciales y otras cuentas por pagar","Pasivos por impuestos corrientes, corriente","Otros pasivos financieros corrientes","Otros pasivos no financieros corrientes","Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta","Pasivos corrientes totales","Total de pasivos no corrientes","Total pasivos","Capital emitido","Otras reservas","Ganancias acumuladas","Total patrimonio atribuible a propietarios de la controladora","Patrimonio total","Total de patrimonio y pasivos","Capital de trabajo","Indice de insolvencia","Prueba ácida","Liquidez general","Leverage","Endeudamiento sobre activos","Concentración endeudamiento corto plazo","Concentración endeudamiento largo plazo","Rotación de cartera","Rotación proveedores","Proceso","Insolvencia"
"890911431","CONINSA RAMON H. S.A","2020-12-31","F4290 - Construcción de otras obras de ingeniería civil","01. SOCIEDAD ANÓNIMA","CL 55 45 55","ANTIOQUIA","MEDELLIN-ANTIOQUIA","238846983","100569379","138277604","6034674","101743374","14112082","13144047","15312775","","18392405","27642","18364763","18364763","16849569","77093329","149060534","328330220","","93880917","202086","648567086","648567086","26836490","24704259","15088968","4710109","95836782","744403868","6623802","10290924","16914726","197194514","3609277","104737197","84936070","407391784","407391784","112504205","519895989","51619000","107055943","39265307","197940250","224507879","744403868","241175302","1.5919984434443","0.78606608816637","0.80160711239053","2.3157137794705","0.69840581349585","0.78360247553285","0.21639752446715","224.67016985515","297.2196849562","Sin proceso","No"
"890917465","GRIFFITH FOODS S.A.S.","2020-12-31","C1089 - Elaboración de otros productos alimenticios n.c.p.","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","AUTOPISTA MEDELLIN BOGOTA KM39","ANTIOQUIA","MARINILLA-ANTIOQUIA","157718856","101902058","55816798","1139366","19651375","25119246","1072980","11112563","132489","10980074","4226712","6753362","6753362","6744781","27519954","32305947","15638037","","","551360","76015298","76015298","23819158","2224294","4564406","","33153507","109168805","","","","36135903","661666","821098","5064335","42683002","42683002","4599257","47282259","5476","50416778","10959158","61381412","61886546","109168805","33332296","1.7809267023908","1.4145504807745","0.62200978282029","0.76401515444084","0.43311144607656","0.90272763828818","0.097272361711821","73.739698695253","82.481736235774","Sin proceso","No"
"890917465","GRIFFITH FOODS S.A.S.","2020-12-31","C1089 - Elaboración de otros productos alimenticios n.c.p.","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","AUTOPISTA MEDELLIN BOGOTA KM39","ANTIOQUIA","MARINILLA-ANTIOQUIA","165849923","103255199","62594724","1041298","19847856","25050994","672148","18065024","","18511822","6294438","12217384","12217384","12195248","22034397","31998016","14906725","","","641227","69580365","69580365","21612037","16316","3102161","","27534553","97114918","","","","27908377","1675545","1217735","5598776","36400433","36400433","5581301","41981734","5476","38221530","16409625","54636631","55133184","97114918","33179932","1.9115257502569","1.5020052096633","0.60335604735618","0.76146035752261","0.43228923902299","0.86705406213093","0.13294593786907","69.456081447804","60.578959207596","Sin proceso","No"
"891300120","INDUSTRIAS DE ENVASES S.A.","2020-12-31","C2599 - Fabricación de otros productos elaborados de metal n.c.p.","01. SOCIEDAD ANÓNIMA","CR 29 37 31","VALLE","PALMIRA-VALLE","17678215","5894284","11783931","332253","330131","2995614","501721","8288718","187079","8592950","897975","7694975","7694975","7694975","6666979","2518274","1267242","","","523000","10975495","10975495","5759493","","763530","","166259805","177235300","582071","","582071","1611198","539725","5230","","2738224","2738224","7680","2745904","954600","141553389","7694975","174489396","174489396","177235300","8237271","4.0082531597123","3.5454561058555","0.2501849802674","0.015736795833714","0.015492985878095","0.99720310688211","0.0027968931178949","51.282249933039","32.810511694761","Sin proceso","No"
"891300120","INDUSTRIAS DE ENVASES S.A.","2020-12-31","C2599 - Fabricación de otros productos elaborados de metal n.c.p.","01. SOCIEDAD ANÓNIMA","CR 29 37 31","VALLE","PALMIRA-VALLE","16663345","5730360","10932985","620900","442416","2930464","879206","7301799","277300","7389051","820304","6568747","6568747","6568747","4234836","3438949","1220352","","","520000","9414137","9414137","6003330","","814005","","184321094","193735231","579379","","579379","1592867","476649","6139","","2655034","2655034","8139","2663173","954600","156613557","9217469","191072058","191072058","193735231","6759103","3.5457689054076","3.0861318536787","0.28289082684903","0.013938055767422","0.013746456884757","0.99694387108911","0.0030561289108894","74.296105613849","34.412785668184","Sin proceso","No"
"891300671","PROTERRA COLOMBIA  S.A.","2020-12-31","A0124 - Cultivo de caña de azúcar","01. SOCIEDAD ANÓNIMA","CL 10 CR 32 VIA AL BOLO HDA LA ITALIA","VALLE","PALMIRA-VALLE","34643940","17556158","17087782","","2212888","4016107","745717","11243518","3301257","8817919","124741","8693178","8693178","8662070","248503","7355617","17507101","1865544","40004","29550","33661427","33661427","65571827","1951924","","","67733635","101395062","421549","95616","517165","4919585","375445","7386969","2439672","15638836","15638836","9301029","24939865","2838253","23358861","49311857","76029553","76455197","101395062","18022591","2.1524253467458","1.032962171865","0.74090337881398","0.32620235090101","0.24596725430278","0.62706177439212","0.37293822560788","76.435362721446","51.121512160568","Sin proceso","No"
"891300671","PROTERRA COLOMBIA  S.A.","2020-12-31","A0124 - Cultivo de caña de azúcar","01. SOCIEDAD ANÓNIMA","CL 10 CR 32 VIA AL BOLO HDA LA ITALIA","VALLE","PALMIRA-VALLE","27911053","16521683","11389370","","1731352","4151881","739870","5247556","4260203","1304983","-152430","1457413","1457413","1483799","10162","6698496","16462830","1527193","128271","24570","30555459","30555459","66069658","2023555","","","68284985","98840444","326523","47780","374303","5497641","1673419","4727749","1458653","13731765","13731765","16184690","29916455","2724921","14202618","37076184","64917696","68923989","98840444","16823694","2.2251661749236","1.0262795059484","0.97908707573334","0.43404996480978","0.3026742271615","0.45900374894017","0.54099625105983","86.397978607256","70.909211486933","Sin proceso","No"
"891304818","COSMOAGRO SA","2020-12-31","G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario","01. SOCIEDAD ANÓNIMA","ZONA FRANCA DEL PACIFICO KM 6 CARRETERA YUMBO AEROPUERTO BODEGAS 15 Y 16","VALLE","PALMIRA-VALLE","70994494","36178979","34815515","846760","19992364","7360735","785198","7523978","1624783","5899195","1979475","3919720","3919720","3730460","1697432","23543102","16153571","0","260434","0","41654539","41654539","9947638","0","949423","224510","15460020","57114559","1484224","0","1484224","10245174","2138770","7707508","","21575676","21575676","10127294","31702970","5600947","5439425","10790912","23973350","25411589","57114559","20078863","1.9306249778686","1.1819313564034","0.76109280671669","1.2475792049053","0.55507685877431","0.68055693204769","0.31944306795231","119.38273297645","51.951389920463","Reorganización","Si"
"891304818","COSMOAGRO SA","2020-12-31","G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario","01. SOCIEDAD ANÓNIMA","ZONA FRANCA DEL PACIFICO KM 6 CARRETERA YUMBO AEROPUERTO BODEGAS 15 Y 16","VALLE","PALMIRA-VALLE","64472279","33415876","31056403","750715","19161961","6825965","710890","5108302","1985511","3122791","1054540","2068251","2068251","1963274","617410","26239051","13241408","0","446598","0","40544467","40544467","9990786","0","1331206","223805","15618116","56162583","1237585","0","1237585","9336964","1239829","10941515","","22755893","22755893","9697129","32453022","5600000","5243257","9436928","22422251","23709561","56162583","17788574","1.7817128512601","1.1998236676539","0.80043035218591","1.3687736352436","0.57784062389011","0.70119488410047","0.29880511589953","146.51348620699","52.13569447421","Liquidación","Si"
"891401705","INGENIO RISARALDA S.A.","2020-12-31","C1071 - Elaboración y refinación de azúcar","01. SOCIEDAD ANÓNIMA","CRA. 7 No. 19-48 PISO 8","RISARALDA","PEREIRA-RISARALDA","383784560","298446919","85337641","","22014942","11859007","","46020632","10696480","36562205","8981949","27580256","27580256","27581181","3367702","40933838","21027242","4157627","","134835","86868990","86868990","409000970","703361","","6176028","420322449","507191439","2737297","","2737297","47086768","3198648","18727566","9060736","80811015","80811015","199689533","280500548","1977037","89537115","135177198","226691456","226690891","507191439","6057975","1.0749647186092","0.81476204698085","3.2290066685477","1.2373701773487","0.55304669288789","0.28809574732096","0.71190425267904","38.397015450543","44.168625439231","Sin proceso","No"
"891401705","INGENIO RISARALDA S.A.","2020-12-31","C1071 - Elaboración y refinación de azúcar","01. SOCIEDAD ANÓNIMA","CRA. 7 No. 19-48 PISO 8","RISARALDA","PEREIRA-RISARALDA","357024576","285470078","71554498","641403","20750834","10397906","4659399","36387762","14687849","23539640","6957703","16581937","16581937","16581631","2450982","35569267","20513032","2714331","65599","208251","75936366","75936366","389243722","336440","","5459028","405856902","481793268","2445404","","2445404","32927135","105133","15839137","6812960","58129769","58129769","213004927","271134696","1977037","84587998","124093791","210658932","210658572","481793268","17806597","1.3063249227775","0.95344149741933","3.5705513745548","1.2870812396848","0.56276148715303","0.21439443146738","0.78560556853262","35.865699396559","33.20154800772","Liquidación","Si"
"900017459","INVERSIONES FALABELLA DE COLOMBIA S.A.","2020-12-31","K6613 - Otras actividades relacionadas con el mercado de valores","01. SOCIEDAD ANÓNIMA","CALLE 99 #11 A 32 P 2","BOGOTA D.C.","BOGOTA D.C.","3002806150","1963836457","1038969693","28119308","","972395292","21562233","73131476","78942419","94404114","22473551","71930563","71930563","63469865","463232289","3629233745","427589884","120513608","540906689","7993806","5189470021","5189470021","447941015","100411353","73743233","251100274","1464893275","6654363296","29174499","33336211","62510710","582100289","41855131","2097488072","77126199","2861080401","2861080401","2212316975","5073397376","53285192","850172101","-25943743","1249314676","1580965920","6654363296","2328389620","1.8138148159647","1.6643643203231","0.97763304450545","3.2090491716608","0.76241665059821","0.56393776969541","0.43606223030459","435.10106311724","69.786757310325","Sin proceso","No"
"900017459","INVERSIONES FALABELLA DE COLOMBIA S.A.","2020-12-31","K6613 - Otras actividades relacionadas con el mercado de valores","01. SOCIEDAD ANÓNIMA","CALLE 99 #11 A 32 P 2","BOGOTA D.C.","BOGOTA D.C.","3120749652","1845329074","1275420578","29586019","","956257900","8975197","339773500","69255158","306588018","97310761","209277257","209277257","274120464","359310074","3800715499","430263994","79939454","190787996","9871948","4870888965","4870888965","492300480","79210687","52033175","289414814","1500244659","6371133624","35845893","14593691","50439584","590618500","67584768","1972892704","71326656","2752862212","2752862212","2062548422","4815410634","36081593","661622525","263442391","1217815854","1555722990","6371133624","2118026753","1.7693907612838","1.6130938016596","0.98861022466358","3.0952879561161","0.75581692649804","0.57167756215077","0.42832243784923","438.43875101071","68.131918195917","Sin proceso","No"
"900038892","CONTIPACK SAS","2020-12-31","L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CL 64 112B 51","BOGOTA D.C.","BOGOTA D.C.","353160","","353160","","","362343","","-9183","8096","719","6635","-5916","-5916","-5916","225571","1446927","0","","725000","","2397498","2397498","2388056","1564","","","2389620","4787118","","","","40931","","19599","","60530","60530","247638","308168","320000","110364","-533252","4478950","4478950","4787118","2336968","39.608425574095","39.608425574095","0.12853733350351","0.068803625849809","0.064374431547332","0.1964188364788","0.8035811635212","1474.9510703364","41.72375127421","Sin proceso","No"
"900038892","CONTIPACK SAS","2020-12-31","L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CL 64 112B 51","BOGOTA D.C.","BOGOTA D.C.","513988","","513988","","","468299","","45689","7320","57467","22659","34808","34808","34808","234152","1876637","0","","725000","","2835789","2835789","2605576","1564","","","2607140","5442929","","","","97071","","","40833","137904","137904","820159","958063","320000","110364","-527336","4484866","4484866","5442929","2697885","20.563500696136","20.563500696136","0.3378470683115","0.21362132112754","0.17601974966052","0.14394042980472","0.85605957019528","1314.4067954894","67.989058110306","Liquidación","Si"
"900043170","TINTATEX S.A","2020-12-31","C1313 - Acabado de productos textiles","01. SOCIEDAD ANÓNIMA","KM 41 AUTOPISTA MEDELLIN BOGOTA","ANTIOQUIA","MARINILLA-ANTIOQUIA","146117607","129834963","16282644","1513","2752548","3669686","","10521594","6584164","10401762","3471764","6929998","6929998","6929998","647984","25978788","25040420","6879085","1143","","58547420","58547420","41612298","165405","1749884","","43941886","102489306","","","","25989135","3534183","16421939","1926846","47872103","47872103","15302928","63175031","250000","-340676","23399527","39314275","39314275","102489306","10675317","1.2229966166308","0.69992747132918","1.0790403915322","1.6069234648229","0.61640607655203","0.75776936302572","0.24223063697428","64.005727112681","64.031219728366","Sin proceso","No"
"900043170","TINTATEX S.A","2020-12-31","C1313 - Acabado de productos textiles","01. SOCIEDAD ANÓNIMA","KM 41 AUTOPISTA MEDELLIN BOGOTA","ANTIOQUIA","MARINILLA-ANTIOQUIA","111607105","97506256","14100849","2694","2718626","3261376","","8416345","2754814","6969380","2683408","4285972","4285972","4285972","2134842","19354667","20731687","5656104","111","","47877411","47877411","33804302","68314","1023563","","35281039","83158450","","","","21901824","2668609","10434816","5239801","40245050","40245050","10188953","50434003","250000","-506","16469529","32724447","32724447","83158450","7632361","1.1896471988481","0.67451087773527","1.053398710302","1.5411720479188","0.60648079659974","0.79797453317358","0.20202546682642","62.430435051604","70.646547457709","Sin proceso","No"
"900064443","INDUSTRIAS AUDIOVISUALES COLOMBIANAS S.A.S.","2020-12-31","J5913 - Actividades de distribución de películas cinematográficas, videos, programas, anuncios y comerciales de televisión","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CL 110 9 25 OF 701","CUNDINAMARCA","COTA-CUNDINAMARCA","3697968","1963647","1734321","1672704","2004507","1131433","332199","-61114","175968","19424","322668","-303244","-303244","-303244","11817507","837876","421945","439070","","56238","13572636","13572636","21296375","3398683","","","25167619","38740255","35055","","35055","5664627","387954","9265","0","6096901","6096901","877476","6974377","5821039","0","18450554","31765878","31765878","38740255","7475735","2.2261532539236","2.156946783292","0.5138557462235","0.21955561876804","0.18002919702","0.87418575164491","0.12581424835509","81.567866460716","551.45575083397","Reorganización","Si"
"900064443","INDUSTRIAS AUDIOVISUALES COLOMBIANAS S.A.S.","2020-12-31","J5913 - Actividades de distribución de películas cinematográficas, videos, programas, anuncios y comerciales de televisión","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CL 110 9 25 OF 701","CUNDINAMARCA","COTA-CUNDINAMARCA","131925119","99312571","32612548","1395296","17588182","2178487","1618225","12622950","338204","13716465","3802824","9913641","9913641","9913641","20386103","10058639","392798","2957215","","149899","33944654","33944654","25432685","3399358","","","29152043","63096697","152318","","152318","24093936","1979435","794737","78663","27099089","27099089","594296","27693385","5821039","1280209","17473589","35403312","35403312","63096697","6845565","1.2526123664157","1.2381174880085","0.81583936604568","0.7822258267814","0.43890387796369","0.97854014595904","0.021459854040956","27.448222654247","65.748032109033","Liquidación","Si"
"900074316","SOPHOS SOLUTIONS S A S","2020-12-31","J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CR 11 71 73 OF 404","BOGOTA D.C.","BOGOTA D.C.","153110808","100101185","53009623","2635007","5046062","17633082","2895542","30069944","1231240","29046247","10311400","18734847","18734847","18738342","18076584","34332170","0","602137","","162101","53172992","53172992","8766694","2521859","219995","","11508548","64681540","9434906","246488","9681394","13502611","3698068","1591664","2969251","31442988","31442988","1809585","33252573","824322","7609045","22548173","31427079","31428967","64681540","21730004","1.6910922079034","1.6910922079034","0.62536584362227","1.0580230969729","0.5140968041268","0.94558060213867","0.054419397861332","80.72311394242","31.747856493579","Sin proceso","No"
"900074316","SOPHOS SOLUTIONS S A S","2020-12-31","J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CR 11 71 73 OF 404","BOGOTA D.C.","BOGOTA D.C.","115941414","74621482","41319932","682221","4089119","12635060","817824","24460150","1595998","23305244","8628817","14676427","14676427","14676703","5284564","30186895","0","973033","","110536","36555028","36555028","10385984","1601071","555172","","12542227","49097255","5689252","140412","5829664","8540945","2853134","1591664","1871084","20686491","20686491","4127383","24813874","808000","4690533","18305291","24280468","24283381","49097255","15868537","1.7670966042525","1.7670966042525","0.67880878110666","1.0218459282915","0.50540247107501","0.83366631909229","0.16633368090771","93.730806146629","26.519774892516","Sin proceso","No"
"900182199","COLGENER S.A","2020-12-31","K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.","01. SOCIEDAD ANÓNIMA","CARRERA 13 93 19 P4","BOGOTA D.C.","BOGOTA D.C.","355065816","243346426","111719390","3420509","","19133776","4295675","91710448","1500512","90644231","23920582","66723649","66723649","","94346903","67684023","58611580","1125361","","10438372","232206239","232206239","814282833","487795","","27073","816021343","1048227582","4052422","","4052422","33607222","30527460","128224313","","196411417","196411417","594132712","790544129","91794988","140573717","-110794446","256908908","257683453","1048227582","35794822","1.1822441004028","0.88383181411496","3.4044913366863","3.0678886043956","0.75417222612255","0.24845092107439","0.75154907892561","68.624596291748","34.074245885726","Sin proceso","No"
"900182199","COLGENER S.A","2020-12-31","K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.","01. SOCIEDAD ANÓNIMA","CARRERA 13 93 19 P4","BOGOTA D.C.","BOGOTA D.C.","413252499","272495167","140757332","5049267","","9449059","13649738","122707802","68401206","55574693","23390059","32184634","32184634","","191114530","77458811","64523406","203760","","4024690","337325197","337325197","832706865","236296","","27787","834204649","1171529846","3066119","","3066119","13089884","21809810","188652869","298007","226916689","226916689","649988700","876905389","91794988","105849367","-150069824","294036461","294624457","1171529846","110408508","1.4865596641946","1.2022112265176","2.5995846050006","2.9763496144517","0.74851305922256","0.25876986485255","0.74123013514745","67.477322042764","11.403096778369","Sin proceso","No"
"900252139","PARQUE ARAUCO COLOMBIA SA","2020-12-31","L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados","01. SOCIEDAD ANÓNIMA","CLL 77 #7-44 OF 701","BOGOTA D.C.","BOGOTA D.C.","92015568","21800184","70215384","13170386","","14982500","12842209","55561061","39190763","21450383","9140525","12309858","12309858","6635681","243677318","10004054","0","7560243","531884","23370994","285144493","285144493","32531866","1032974","","","1430833770","1715978263","847809","","847809","20496693","66066","636586","5775291","27822445","27822445","680359179","708181624","124065869","8211363","-98397019","821394669","1007796639","1715978263","257322048","10.248721598695","10.248721598695","2.4835886414962","0.70270290313997","0.41269848183386","0.039287160323155","0.96071283967685","39.139675147145","80.190881177846","Sin proceso","No"
"900252139","PARQUE ARAUCO COLOMBIA SA","2020-12-31","L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados","01. SOCIEDAD ANÓNIMA","CLL 77 #7-44 OF 701","BOGOTA D.C.","BOGOTA D.C.","136440553","26450590","109989963","133863188","","17923543","97851350","128078258","21188885","108853407","23972246","84881161","84881161","61026569","147778791","10646079","0","11115946","","32748546","202289362","202289362","38484744","2037163","","","1303050643","1505340005","2495708","327563","2823271","26169303","1815504","418115457","16381641","465305176","465305176","47175035","512480211","124065869","-8084896","-88744335","814751094","992859794","1505340005","-263015814","0.43474556577896","0.43474556577896","2.5334016872326","0.51616574071888","0.3404415011212","0.90794759682926","0.092052403170744","28.089804356041","69.04801302","Sin proceso","No"
"900328413","INVERSIONES EGEO I S.A.S.","2020-12-31","K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CL 98 9A 46 TORRE 3 PISO 8","BOGOTA D.C.","BOGOTA D.C.","46320015","8671565","37648450","6544557","","12579858","16865266","14747883","","14747883","966192","13781691","13781691","13781691","13627735","16723301","299567","2213922","227998761","","260863286","260863286","33443545","","37320","82184595","115665460","376528746","367867","","367867","13894268","2034786","","3428236","19725157","19725157","181338483","201063640","112272136","760195","33645313","174169587","175465106","376528746","241138129","13.224902899379","13.209715846622","0.77076250584377","1.1458895992688","0.53399280170763","0.098104048051652","0.90189595194835","129.97379987895","107.98650389038","Sin proceso","No"
"900328413","INVERSIONES EGEO I S.A.S.","2020-12-31","K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CL 98 9A 46 TORRE 3 PISO 8","BOGOTA D.C.","BOGOTA D.C.","40871806","9496741","31375065","1244352","","13674914","16251400","2693103","","2693103","820403","1872700","1872700","1872700","3992908","17520415","686053","2168861","233216299","","257584536","257584536","31143751","","49391","97390602","128583744","386168280","435623","","435623","14146521","1874843","","3043850","19500837","19500837","183021753","202522590","112272136","760195","46387535","182355868","183645690","386168280","238083699","13.208896418138","13.173715723074","0.78623737723137","1.1027897796022","0.52444128761689","0.096289687979993","0.90371031202001","154.32030089397","124.60294903533","Reorganización","Si"
"900357889","CONSALFA S A S","2020-12-31","F4290 - Construcción de otras obras de ingeniería civil","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","Carrera 6 N. 115-65 ZF oficina 409","BOGOTA D.C.","BOGOTA D.C.","29018175","40224771","-11206596","138145","","6235136","12732","-17316319","5241499","-22230400","-2752334","-19478066","-19478066","-19478066","4763369","23205312","29840","3329077","252285","8261","31588144","31588144","51726992","","29355062","","126550027","158138171","","892941","892941","10429747","448469","11359663","24250945","47381765","47381765","56885665","104267430","80516200","11378278","-126025276","53870741","53870741","158138171","-15793621","0.66667301228648","0.66604323414292","3.3008406571782","1.9355113381492","0.65934384684391","0.45442536561993","0.54557463438007","287.88551726633","129.39162852247","Sin proceso","No"
"900357889","CONSALFA S A S","2020-12-31","F4290 - Construcción de otras obras de ingeniería civil","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","Carrera 6 N. 115-65 ZF oficina 409","BOGOTA D.C.","BOGOTA D.C.","23073488","41087301","-18013813","238138","","10126956","679392","-28582023","4569730","-33146669","-9161046","-23985623","-23985623","-23985623","492320","5820722","30263","106120","501402","9497","6960324","6960324","52933903","","25711828","","121952083","128912407","","830195","830195","4523928","922476","12682977","","18959576","18959576","39148068","58107644","80516200","8834234","-106547210","70804763","70804763","128912407","-11999252","0.36711390592279","0.36551772043847","8.3484107923712","0.82067422498116","0.45075292093491","0.32628368136901","0.67371631863099","90.816781580661","70.583783431443","Sin proceso","No"
"900450226","ALKHORAYEF PETROLEUM COLOMBIA","2020-12-31","B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural","02. SUCURSAL EXTRANJERA","Carrera 9 No. 113-52 Oficina 404","BOGOTA D.C.","BOGOTA D.C.","126102310","102172940","23929370","6078540","7211981","4822733","1864945","16108251","4634696","11496563","6918664","4577899","4577899","4577899","595472","51246713","55198544","12244175","185972","224812","119695688","119695688","11193117","429421","11803393","5056192","28482123","148177811","","","","79390386","10470962","2588068","1269806","93719222","93719222","2888792","96608014","397796","6492591","41712821","51569797","51569797","148177811","25976466","1.2771732996247","0.68819546965509","0.80711356953811","1.8733448572621","0.65197355358421","0.97009780161716","0.029902198382838","146.30038640846","226.64564162227","Sin proceso","No"
"900450226","ALKHORAYEF PETROLEUM COLOMBIA","2020-12-31","B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural","02. SUCURSAL EXTRANJERA","Carrera 9 No. 113-52 Oficina 404","BOGOTA D.C.","BOGOTA D.C.","185960266","152317761","33642505","8547811","12178597","3879960","3349008","22782751","7238124","15549695","11057253","4492442","4492442","4492442","1295371","63645132","73472142","14743460","433879","255221","153845205","153845205","13212974","422368","7021232","5473715","26130289","179975494","","","","115292954","9832282","1878410","3563867","130567513","130567513","4234320","134801833","397796","4674354","37134922","45173661","45173661","179975494","23277692","1.1782808867624","0.6155670821424","0.87621731857031","2.9840803250372","0.74900104455332","0.96858855769417","0.031411442305833","123.21044711777","223.19533270618","Sin proceso","No"
"900474762","TV AZTECA SUCURSAL COLOMBIA","2020-12-31","J6190 - Otras actividades de telecomunicaciones","02. SUCURSAL EXTRANJERA","KR 9 A No 99-02 PISO 9","BOGOTA D.C.","BOGOTA D.C.","154429000","24908000","129521000","2054000","","174733000","5475000","-48633000","44381000","-92769000","-6819000","-85950000","-85950000","-85950000","6156000","71964000","22856000","61932000","","6484000","169392000","169392000","109071000","20048000","74786000","112887000","316792000","486184000","","","","85719000","2698000","23546000","137421000","249384000","249384000","320299000","569683000","1333000","11189000","-705494000","-83499000","-83499000","486184000","-79992000","0.67924165142912","0.5875918262599","3.3631045149712","-6.8226326063785","1.1717436196995","0.43775924505383","0.56224075494617","167.76020048048","199.82542139106","Sin proceso","No"
"900474762","TV AZTECA SUCURSAL COLOMBIA","2020-12-31","J6190 - Otras actividades de telecomunicaciones","02. SUCURSAL EXTRANJERA","KR 9 A No 99-02 PISO 9","BOGOTA D.C.","BOGOTA D.C.","181741000","51392000","130349000","3239000","","193285000","5140000","-64837000","35430000","-99648000","5567000","-105215000","-105215000","-105215000","11618000","74701000","21764000","58431000","","8052000","174566000","174566000","141186000","25246000","68068000","118219000","352719000","527285000","","","","74625000","1342000","14600000","141280000","231847000","231847000","300066000","531913000","1333000","4110000","-619544000","-4628000","-4628000","527285000","-57281000","0.75293620361704","0.65906395165777","3.0470595648637","-114.93366464996","1.0087770370862","0.43587391171113","0.56412608828887","147.97079360188","147.820249696","Sin proceso","No"
"900549654","WESTFALIA FRUIT COLOMBIA S.A.S","2020-12-31","G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","BG 2 Y 3 CC INDUSTRIAL  BODEX O KM 31 AUT MED BTA","ANTIOQUIA","GUARNE-ANTIOQUIA","70283402","52232822","18050580","1627124","4912426","3753156","","11012122","1436441","9575681","3259124","6316557","6316557","6316557","7647498","10929833","15943362","3084205","","","37604898","37604898","40955350","1211689","","","57402204","95007102","812254","","812254","14664328","3174313","8891582","69429","27611906","27611906","19706847","47318753","426480","12067","8409046","47688349","47688349","95007102","9992992","1.3619088084683","0.78449984582738","1.2583135579839","0.99224976314445","0.49805490330607","0.58352987450874","0.41647012549126","55.98391324313","75.112443760192","Sin proceso","No"
