"NIT","Razón social de la sociedad","Fecha de Corte","Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU)","Tipo societario","Dirección de notificación judicial registrada en Cámara de Comercio","Departamento de la dirección del domicilio","Ciudad de la dirección del domicilio","Ingresos de actividades ordinarias","Costo de ventas","Ganancia bruta","Otros ingresos","Gastos de ventas","Gastos de administración","Otros gastos","Ganancia (pérdida) por actividades de operación","Costos financieros","Ganancia (pérdida), antes de impuestos","Ingreso (gasto) por impuestos","Ganancia (pérdida) procedente de operaciones continuadas","Ganancia (pérdida)","Ganancia (pérdida), atribuible a los propietarios de la controladora","Efectivo y equivalentes al efectivo","Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes","Inventarios corrientes","Activos por impuestos corrientes, corriente","Otros activos financieros corrientes","Otros activos no financieros corrientes","Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios","Activos corrientes totales","Propiedades, planta y equipo","Activos intangibles distintos de la plusvalía","Activos por impuestos diferidos","Otros activos financieros no corrientes","Total de activos no corrientes","Total de activos","Provisiones corrientes por beneficios a los empleados","Otras provisiones corrientes","Total provisiones corrientes","Cuentas por pagar comerciales y otras cuentas por pagar","Pasivos por impuestos corrientes, corriente","Otros pasivos financieros corrientes","Otros pasivos no financieros corrientes","Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta","Pasivos corrientes totales","Total de pasivos no corrientes","Total pasivos","Capital emitido","Otras reservas","Ganancias acumuladas","Total patrimonio atribuible a propietarios de la controladora","Patrimonio total","Total de patrimonio y pasivos","Capital de trabajo","Indice de insolvencia","Prueba ácida","Liquidez general","Leverage","Endeudamiento sobre activos","Concentración endeudamiento corto plazo","Concentración endeudamiento largo plazo","Rotación de cartera","Rotación proveedores","Proceso","Insolvencia"
"830027231","ROCSA COLOMBIA S.A","2020-06-30","G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario","01. SOCIEDAD ANÓNIMA","PARQ IND LOGIKA II AUTOP MEDELLIN COSTADO SUR KM 5.7 BG 1","CUNDINAMARCA","TENJO-CUNDINAMARCA","158495904","126280025","32215879","","9249894","8742067","111381","14112537","10055536","4057001","2380869","1676132","1676132","","34799050","64437000","59523696","5443960","6995503","","171199209","171199209","18137138","47961133","","5880606","72978590","244177799","","","","45675851","504683","105181984","1318682","152681200","152681200","42227309","194908509","4708570","3043288","9503038","49269289","49269290","244177799","18518009","1.1212854562317","0.73142936392955","1.1384895417361","3.9559837172405","0.79822371156683","0.78334804767297","0.21665195232703","146.3591134822","103.74593882249","Sin proceso","No"
"830027231","ROCSA COLOMBIA S.A","2020-06-30","G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario","01. SOCIEDAD ANÓNIMA","PARQ IND LOGIKA II AUTOP MEDELLIN COSTADO SUR KM 5.7 BG 1","CUNDINAMARCA","TENJO-CUNDINAMARCA","150805922","126113976","24691946","411486","9816075","8509639","195465","7055898","2745175","4310723","1341463","2969260","2969260","","16307111","61715620","77747650","4361496","9345717","","169477594","169477594","11336943","49326105","","5880606","67524407","237002001","","","","78011766","1125567","71844450","1355329","152337112","152337112","33908940","186246052","4708570","3043288","11137307","50755948","50755949","237002001","17140482","1.1125167844852","0.60215099784746","1.0989420347801","3.669442807581","0.78584168578391","0.81793471788599","0.18206528211401","147.32593326143","186.22767188148","Sin proceso","No"
"800161734","BT LATAM HOLDINGS ( COLOMBIA ) SOCIEDAD ANONIMA","2020-12-31","J6110 - Actividades de telecomunicaciones alámbricas","01. SOCIEDAD ANÓNIMA","Calle 113 # 7-21 Torre A Of 1112","BOGOTA D.C.","BOGOTA D.C.","83939493","67509189","16430304","3186576","","15504913","277196","3834771","3064287","770484","561344","209140","209140","190817","2470168","31641980","0","","2044848","8782388","44939384","44939384","90834831","","5622291","","96457122","141396506","1654117","14055383","15709500","9642340","","410214","2900066","28662120","28662120","68311438","96973558","7079737","2175952","-11158822","40761590","44422948","141396506","16277264","1.5679016067199","1.5679016067199","2.1578746606763","2.1829608876926","0.68582711654841","0.29556634397183","0.70443365602817","135.70623782538","41.354102531927","Sin proceso","No"
"800161734","BT LATAM HOLDINGS ( COLOMBIA ) SOCIEDAD ANONIMA","2020-12-31","J6110 - Actividades de telecomunicaciones alámbricas","01. SOCIEDAD ANÓNIMA","Calle 113 # 7-21 Torre A Of 1112","BOGOTA D.C.","BOGOTA D.C.","110235374","87826267","22409107","2925984","","13606543","316236","11412312","5259060","6153252","2166684","3986568","3986568","2629476","7005653","34615886","0","","1456114","5918502","48996155","48996155","67141581","","4408708","","71550289","120546444","3091522","10682669","13774191","13400030","","475771","3564558","31214550","31214550","42629745","73844295","7079737","2175952","-11349639","40570773","46702149","120546444","17781605","1.5696575795583","1.5696575795583","1.5071446932928","1.5811755257772","0.61257962117904","0.42270767159467","0.57729232840533","113.04646147434","43.761005428258","Sin proceso","No"
"830004993","CASA TORO AUTOMOTRIZ S.A.","2020-12-31","G4511 - Comercio de vehículos automotores nuevos","01. SOCIEDAD ANÓNIMA","CRA 72 170 97","BOGOTA D.C.","BOGOTA D.C.","802781725","673271503","129510222","10538872","106093455","8247511","","25708128","19649071","29456731","1587027","27869704","27869704","27869704","35581134","74175717","165108202","8905096","","26349476","310119625","310119625","71485600","","2277264","230515211","306102941","616222566","","","","35697903","","71474084","40119911","147291898","147291898","173704617","320996515","6720000","6604934","27869704","292329263","295226051","616222566","162827727","2.1054764668726","0.98451730861666","1.0350732076372","1.0872906165046","0.52091002944543","0.45885824648283","0.54114175351717","33.263410574026","16.008392667384","Sin proceso","No"
"830004993","CASA TORO AUTOMOTRIZ S.A.","2020-12-31","G4511 - Comercio de vehículos automotores nuevos","01. SOCIEDAD ANÓNIMA","CRA 72 170 97","BOGOTA D.C.","BOGOTA D.C.","914329996","770388150","143941846","10618263","120816047","9129533","2709141","21905388","19727455","28797196","1298739","27498457","27498457","27498457","15524243","112340503","162260202","12526371","","35738475","338389794","338389794","32424990","","1336996","207477081","278739179","617128973","","","","70776091","","86816787","38333740","195926618","195926618","167539452","363466070","6720000","4364133","27498457","253662903","253662903","617128973","142463176","1.7271251729563","0.89895693498879","1.0741047054156","1.4328704185807","0.58896290062855","0.53905064095804","0.46094935904196","44.231930765618","27.866736158134","Sin proceso","No"
"809002625","INTERNACIONAL DE ELECTRICOS S.A.S.","2020-12-31","G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CALLE 24 N. 4A 26 BRR EL CARMEN","TOLIMA","IBAGUE-TOLIMA","164749365","131402410","33346955","3793200","627203","24238550","1587743","10686659","3732655","8891157","2779714","6111443","6111443","6111443","277404","21461599","26989649","1367866","38806949","2139588","91043055","91073702","13547628","375144","55505","156090","18255177","109328879","2152952","","2152952","21621681","855811","17160314","2924496","44715254","44715254","8901320","53616574","3000080","8053799","34336412","55712305","55712305","109328879","46358448","2.0367479518287","1.4331586487242","0.58871631242134","0.96238297805126","0.49041547384749","0.83398193252706","0.16601806747294","46.89654275754","47.246343923693","Sin proceso","No"
"809002625","INTERNACIONAL DE ELECTRICOS S.A.S.","2020-12-31","G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CALLE 24 N. 4A 26 BRR EL CARMEN","TOLIMA","IBAGUE-TOLIMA","170057244","139225519","30831725","5067917","1077305","26297956","791755","7732626","3834709","6426035","2171298","4254737","4254737","4254737","664102","26212863","20835911","2498534","31928477","7779495","89919382","90291516","13542401","717276","123077","156092","18559826","108851342","2262839","","2262839","15173336","2245817","20368327","6028679","46078998","46078998","6730778","52809776","3000080","8053799","34813647","56041566","56041566","108851342","44212518","1.9594939108702","1.5073158708876","0.58488082091788","0.94233226815967","0.48515502914057","0.8725467421032","0.1274532578968","55.490906814884","32.1209542829","Reorganización","Si"
"830513773","APPLUS NORCONTROL COLOMBIA LIMITADA","2020-12-31","M7020 - Actividades de consultaría de gestión","03. SOCIEDAD LIMITADA","CL 17 69 46","BOGOTA D.C.","BOGOTA D.C.","175849558","150793418","25056140","","","18713343","","6342797","3805080","4089393","4306353","-216960","-216960","-216960","7266011","68660145","50276","17583332","2274911","3339013","99173688","99173688","12117059","447846","2114711","328215","15799397","114973085","6120287","","6120287","28951527","7170366","204128","5161776","47608084","47608084","6471124","54079208","33005706","5065357","17803122","60893877","60893877","114973085","51565604","2.0831270588415","2.0820710197033","0.54529794233325","0.88808942153576","0.47036406825128","0.88033988959306","0.11966011040694","140.56135529212","59.269695292609","Reorganización","Si"
"830513773","APPLUS NORCONTROL COLOMBIA LIMITADA","2020-12-31","M7020 - Actividades de consultaría de gestión","03. SOCIEDAD LIMITADA","CL 17 69 46","BOGOTA D.C.","BOGOTA D.C.","174555335","139425285","35130050","","","19750007","","15380043","3541565","11933660","497327","11436333","11436333","11436333","14446544","63549515","80099","18021310","1119617","2305535","99522620","99522620","12855646","714917","3647555","354018","18363702","117886322","6982201","","6982201","23723558","7049417","6952050","4855420","49562646","49562646","6669592","56232238","33307307","4400399","18926686","61654084","61654084","117886322","49959974","2.0080166825637","2.0064005662652","0.56501967090497","0.91206022945698","0.47700392247372","0.8813920228464","0.1186079771536","131.0634556085","48.92706877163","Sin proceso","No"
"900115530","HUMBERTO QUINTERO O Y CIA SCA","2020-12-31","C3290 - Otras industrias manufactureras n.c.p.","05. SOCIEDAD EN COMANDITA POR ACCIONES","CALLE 8 N° 38 80 BG 4 COPI MENGA","VALLE","YUMBO-VALLE","188175084","169650596","18524488","2376887","685989","7236416","0","12978970","9403010","3575960","1933314","1642646","1642646","1642646","6161497","23527811","7535050","5837328","0","0","43061686","43061686","26397829","4100","1237524","0","34635847","77697533","717991","0","717991","12904695","2770763","13812989","6640608","36847046","36847046","9587867","46434913","11000000","1862979","6266798","31262620","31262620","77697533","6214640","1.1686604673818","0.9641651056641","1.0783347637619","1.4853173854271","0.59763690309189","0.79352029797062","0.20647970202938","45.0113361448","24.688126085811","Sin proceso","No"
"900115530","HUMBERTO QUINTERO O Y CIA SCA","2020-12-31","C3290 - Otras industrias manufactureras n.c.p.","05. SOCIEDAD EN COMANDITA POR ACCIONES","CALLE 8 N° 38 80 BG 4 COPI MENGA","VALLE","YUMBO-VALLE","220211959","201990115","18221844","2337889","771729","8093159","0","11694845","6650367","5044478","2700590","2343888","2343888","2343888","1777334","19497416","6649787","9268905","0","485","37193927","37193927","18860936","282424","202038","0","26493623","63687550","606739","0","606739","8625553","3327811","16541735","4791697","33893535","33893535","6833935","40727470","11000000","1484313","5002818","22960080","22960080","63687550","3300392","1.0973752664041","0.90117894164772","1.0950032245856","1.7738383315738","0.63948872267814","0.83220330160454","0.16779669839546","31.874153392369","14.100955706951","Sin proceso","No"
"900353530","ACI WORLDWIDE COLOMBIA SAS","2020-12-31","J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","Av. Cra 72 No. 80-94 Of 502","BOGOTA D.C.","BOGOTA D.C.","26863088","14214135","12648953","4649307","","3545109","5872473","7880920","150539","7730381","2420995","5309386","5309386","5308576","8571264","2800119","0","2264817","","2553059","16189259","16189259","3189763","4960309","2646283","","31151824","47341083","1352325","1257316","2609641","989454","1541234","12","3482648","8622989","8622989","12533639","21156628","16500000","1847255","7814714","26161969","26184455","47341083","7566270","1.8774532821508","1.8774532821508","1.3068311526797","0.80798427922216","0.44689784557738","0.40757860846256","0.59242139153744","37.525203357112","13.259958795504","Sin proceso","No"
"900353530","ACI WORLDWIDE COLOMBIA SAS","2020-12-31","J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","Av. Cra 72 No. 80-94 Of 502","BOGOTA D.C.","BOGOTA D.C.","19652943","15169084","4483859","4063741","","3475681","2920707","2151212","171871","1979341","877215","1102126","1102126","1099077","8805259","8958891","0","1530706","","1875246","21170102","21170102","740672","5770834","1701566","","24187435","45357537","1350518","298826","1649344","4963897","1455793","18099","2390107","10477240","10477240","14445143","24922383","16500000","1408235","2506138","20414373","20435154","45357537","10692862","2.0205800382543","2.0205800382543","1.1772443514916","1.2195838113087","0.54946508669551","0.42039479130066","0.57960520869934","164.10777561406","90.928006049781","Sin proceso","No"
"800106884","DUGOTEX S.A. EN REORGANIZACION","2020-12-31","C1410 - Confección de prendas de vestir, excepto prendas de piel","01. SOCIEDAD ANÓNIMA","CALLE 64 C 88 A 19","BOGOTA D.C.","BOGOTA D.C.","77608321","47162354","30445967","1464989","27561111","6613066","1712801","-3976022","1421604","-5165571","204843","-5370414","-5370414","-5370414","9616561","39760508","38300729","656848","21569","585332","88941547","88941547","42595352","","","13054860","60564638","149506185","","","","13693318","4039103","2120331","3836011","23688763","23688763","109619143","133307906","5726598","3807170","-12784884","13091952","16198279","149506185","65252784","3.7545880719901","2.1377569609692","1.4988260323378","8.229757371138","0.89165479006772","0.17769961070426","0.82230038929574","184.4361879701","63.518890970467","Sin proceso","No"
"800106884","DUGOTEX S.A. EN REORGANIZACION","2020-12-31","C1410 - Confección de prendas de vestir, excepto prendas de piel","01. SOCIEDAD ANÓNIMA","CALLE 64 C 88 A 19","BOGOTA D.C.","BOGOTA D.C.","96982947","50712813","46270134","1150265","35157979","9350286","1738697","1173437","2093398","-905687","92711","-998398","-998398","-998398","9468880","42083614","37862161","1284835","21569","","90721059","90721059","42580147","","","13054860","60638152","151359211","","","","40913811","14010056","1516867","11140708","67581442","67581442","62209076","129790518","5726598","3807170","-8521642","17355194","21568693","151359211","23139617","1.3423960234527","0.78215108224533","1.4306547942744","6.0175420921425","0.85749996410856","0.52069629616549","0.47930370383451","156.21407173779","151.87177143627","Sin proceso","No"
"800133063","FALCON FARMS DE COLOMBIA S.A. EN REORGANIZACION","2020-12-31","A0125 - Cultivo de flor de corte","01. SOCIEDAD ANÓNIMA","Calle 19 N 5-30 OFC 2201","BOGOTA D.C.","BOGOTA D.C.","210544645","172987568","37557077","","1443735","13856250","4579551","17677541","21611972","10163200","8943095","1220105","1220105","1220105","1808141","27598281","6251674","","","","35658096","35658096","79683326","3383384","0","","94354813","130012909","4000469","142657","4143126","38336678","1032419","28358270","1631827","73502320","73502320","38371397","111873717","50974558","-1559311","-57448547","6291857","18139192","130012909","-37844224","0.48512885035466","0.40007474593999","3.1374001853604","6.1675138010557","0.86048160802248","0.65701151236443","0.34298848763557","47.188952062875","65.550012350112","Sin proceso","No"
"800133063","FALCON FARMS DE COLOMBIA S.A. EN REORGANIZACION","2020-12-31","A0125 - Cultivo de flor de corte","01. SOCIEDAD ANÓNIMA","Calle 19 N 5-30 OFC 2201","BOGOTA D.C.","BOGOTA D.C.","172419713","152552529","19867184","","1301611","12290647","4588981","1685945","11365126","-2283024","845021","-3128045","-3128045","-3128045","1373895","18639692","5357197","","","","25370784","25370784","83505929","4623409","3146354","","104251986","129622770","3576307","40000","3616307","34866850","596790","25527709","15317074","79924730","79924730","37586821","117511551","50974558","-2038789","-60962168","4460075","12111219","129622770","-54553946","0.31743346521158","0.25040543771621","4.6317666415039","9.7027021805154","0.90656565200697","0.68014360562733","0.31985639437267","38.918340619208","72.799483200625","Sin proceso","No"
"800133807","SCANDINAVIA PHARMA LTDA","2020-12-31","C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","Calle 106 N. 18 A 45","BOGOTA D.C.","BOGOTA D.C.","268838118","144681956","124156162","440052","86848563","2483362","6671797","28592492","8505047","26200653","2723285","23477368","23477368","23477368","5158941","54609078","111133142","221137","1010037","","172132335","172132335","16878189","73413682","","","90357652","262489987","2186005","2551033","4737038","40304721","2092331","32809980","1495161","81439231","81439231","22539900","103979131","14000000","8116405","79334646","158510856","158510856","262489987","90693104","2.113629179529","0.74901484519175","0.60406507005206","0.65597482484102","0.39612608537331","0.78322669382571","0.21677330617429","73.12678806954","53.971883406802","Sin proceso","No"
"800133807","SCANDINAVIA PHARMA LTDA","2020-12-31","C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","Calle 106 N. 18 A 45","BOGOTA D.C.","BOGOTA D.C.","259609489","136677860","122931629","731082","87371518","2865086","5589089","27837018","9768057","24996118","6297362","18698756","18698756","18698756","1151678","67920484","94707054","5480581","512395","","169772192","169772192","12402603","77570824","","5963132","95999363","265771555","2667277","2348071","5015348","70631847","1656527","32458035","1275084","111036841","111036841","19701226","130738067","14000000","6189442","57784241","135033488","135033488","265771555","58735351","1.5289717401092","0.67603812684116","0.77007939557027","0.96818995744226","0.49191896025141","0.84930765421214","0.15069234578786","94.185210002089","97.945052077815","Sin proceso","No"
"800173155","PRABYC  INGENIEROS  SAS","2020-12-31","F4111 - Construcción de edificios residenciales","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CRA   16  N° 93  A  36  of 701","BOGOTA D.C.","BOGOTA D.C.","148232499","123553383","24679116","923585","3598783","9859115","2480709","9664094","3349004","6315090","2550000","3765090","3765090","3765090","3454369","201724985","472523500","16563302","","5496557","699762713","699762713","22986106","","","","196451689","896214402","","","","75302628","15313588","44126847","35664425","170407488","170407488","272590333","442997821","6848000","6861466","145444798","165169764","453216581","896214402","529355225","4.1064082406989","1.3335048574861","0.63306862850808","0.97745281080085","0.49429893116134","0.38466890788612","0.61533109211388","489.91277277191","182.88125925746","Sin proceso","No"
"800173155","PRABYC  INGENIEROS  SAS","2020-12-31","F4111 - Construcción de edificios residenciales","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CRA   16  N° 93  A  36  of 701","BOGOTA D.C.","BOGOTA D.C.","276424427","247183802","29240625","1266837","4275120","12358242","896837","12977263","4817923","8159340","1210290","6949050","6949050","6949050","13316697","219465008","629546153","15415897","","13926357","891670112","891670112","22101290","","","","137208927","1028879039","","","","86275234","13414721","47829377","82562366","230081698","230081698","293863464","523945162","6848000","6861466","141064843","160789809","504933877","1028879039","661588414","3.8754499803804","1.1392647102248","0.5875997803995","1.0376510388112","0.50923883385674","0.43913316638278","0.56086683361722","285.81917935928","112.36012886806","Sin proceso","No"
"800206584","COMERCIALIZADORA INTERNACIONAL JEANS S.A.","2020-12-31","C1410 - Confección de prendas de vestir, excepto prendas de piel","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CR 53 77 SUR 120","ANTIOQUIA","LA-ESTRELLA-ANTIOQUIA","145768128","108073884","37694244","4736564","14461701","23308274","3744227","916606","17036175","-3798127","2593241","-6391368","-7037911","-7037911","6092123","15892616","22890212","2316067","1028682","74961","48294661","48294661","27082095","","2655390","","54940884","103235545","","","","23386352","","38099414","","61485766","61485766","9510082","70995848","1730000","684585","-7026110","20583657","32239697","103235545","-13191105","0.78546083332523","0.41317609997735","1.4700558308091","2.2021251626527","0.68770739767974","0.86604734969853","0.13395265030147","39.249607156923","57.756704675524","Sin proceso","No"
"800206584","COMERCIALIZADORA INTERNACIONAL JEANS S.A.","2020-12-31","C1410 - Confección de prendas de vestir, excepto prendas de piel","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CR 53 77 SUR 120","ANTIOQUIA","LA-ESTRELLA-ANTIOQUIA","236229335","172214240","64015095","308284","16842984","31794422","1911438","13774535","14860095","7618070","3973356","3644714","948668","948668","1887493","27594564","27155123","1720861","1673312","227872","60259225","60259225","23572413","","3005479","","49270843","109530068","2636540","","2636540","30465476","1467980","22902811","1631627","59104434","59104434","9092833","68197267","1730000","1927661","1475473","30328316","41332801","109530068","1154791","1.0195381449723","0.56009506833278","1.1317315647521","1.6499551288576","0.62263511970065","0.86666865990392","0.13333134009608","42.052537801878","46.427643543932","Sin proceso","No"
"800209481","GUIRNALDAS SAS","2020-12-31","C3290 - Otras industrias manufactureras n.c.p.","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","KM 2VIA TOCANCIPA ECOPETROL VDA EL PORVENIR FCA LA MAGDALENA","CUNDINAMARCA","TOCANCIPA-CUNDINAMARCA","97913242","65406132","32507110","1269030","8521484","9445710","3320675","12488271","1673677","10814594","4252466","6562128","6562128","6562128","13148434","19428522","26648845","5431971","","","64657772","64657772","51298569","","812896","4862943","58775791","123433563","1669225","","1669225","11011926","4109110","17828805","4652174","39271240","39271240","14053809","53325049","5171400","1295052","36921235","69870141","70108514","123433563","25386532","1.6464408050268","0.96785655354911","0.82472759809911","0.76060732081698","0.43201417591745","0.73645014372139","0.26354985627861","71.433319713793","40.487816346639","Sin proceso","No"
"800209481","GUIRNALDAS SAS","2020-12-31","C3290 - Otras industrias manufactureras n.c.p.","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","KM 2VIA TOCANCIPA ECOPETROL VDA EL PORVENIR FCA LA MAGDALENA","CUNDINAMARCA","TOCANCIPA-CUNDINAMARCA","88520814","58019225","30501589","646299","9507116","11249176","443806","9947790","1210378","8737412","3613928","5123484","5123484","5123484","3726541","13651695","26748605","6260638","70168","","50457647","50457647","50268225","","381621","3686443","55615126","106072773","1199093","","1199093","14659889","1261274","9386115","5133798","31640169","31640169","15101531","46741700","5171400","1295052","30359107","59198423","59331073","106072773","18817478","1.5947338018327","0.74933360817384","0.92635512710293","0.78781147275054","0.44065690636748","0.67691523842736","0.32308476157264","55.519261266621","59.619425099277","Sin proceso","No"
"800221789","BRINSA S.A,","2020-12-31","C1089 - Elaboración de otros productos alimenticios n.c.p.","01. SOCIEDAD ANÓNIMA","CRA 33 N 7-41 PI 2","ANTIOQUIA","MEDELLIN-ANTIOQUIA","720743122","537721759","183021363","3534948","61585231","30944954","8769653","85256473","23827512","69164528","25909690","43254838","43254838","43465883","55425119","96637216","79277291","33405763","7087612","","271833001","271833001","529699508","9320449","","1732514","563848028","835681029","","1122731","1122731","124380129","6668626","4237365","19706890","156115741","156115741","321861113","477976854","5730740","144203471","195952671","351755865","357704175","835681029","115717260","1.7412273692504","1.2334163663868","1.758347412719","1.3362350439438","0.57196087671388","0.32661778429966","0.67338221570034","48.268789112357","62.125943450904","Sin proceso","No"
"800221789","BRINSA S.A,","2020-12-31","C1089 - Elaboración de otros productos alimenticios n.c.p.","01. SOCIEDAD ANÓNIMA","CRA 33 N 7-41 PI 2","ANTIOQUIA","MEDELLIN-ANTIOQUIA","643367760","466921302","176446458","6365866","62707318","25178795","5679923","89246288","22068474","72128690","27955394","44173296","44173296","44171427","29662166","113688119","61066236","4873628","4542072","","213832221","213832221","532331496","10773501","","1452749","567567304","781399525","","1012248","1012248","103891513","5977608","5347755","16118187","132347311","132347311","305678456","438025767","5730740","125529516","197935742","337246810","343373758","781399525","81484910","1.6156899553479","1.1542809887539","2.048455396252","1.27565300724","0.5605656939707","0.30214503568234","0.69785496431766","63.614817814309","58.133072568013","Sin proceso","No"
"800242482","INVERNAC & CIA SAS","2020-12-31","G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CL 75 5 59","BOGOTA D.C.","BOGOTA D.C.","8316790945","6872064287","1444726658","31838865","","1334730250","49630948","72873472","273500015","-96944934","-31773639","-65171295","-65171295","-78345830","778883815","285089090","843141374","194307359","26393970","20785871","2148601479","2148601479","3879729153","316480988","110137916","9072890","5340143845","7488745324","67139844","32612269","99752113","2006359704","57328037","48592767","38063655","2250096276","2250096276","3655522412","5905618688","109711","71450701","285461303","995531383","1583126636","7488745324","-101494797","0.95489313142617","0.58017966561001","2.7485872767567","3.7303514158042","0.78859921555532","0.38100940729074","0.61899059270926","12.340345342178","86.847138303294","Sin proceso","No"
"800242482","INVERNAC & CIA SAS","2020-12-31","G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco","08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS","CL 75 5 59","BOGOTA D.C.","BOGOTA D.C.","6612638115","5332977612","1279660503","21581354","","1100778035","41331509","159735680","219525979","34662965","46603069","-11940104","-11940104","-19501231","396028805","263886243","643366976","113948699","32895749","21575130","1471701602","1478466823","3747330897","346034132","105480718","27618576","4956138982","6434605805","62864948","32547420","95412368","1634504792","45809370","44946491","36931043","1857604064","1857604064","2908919448","4766523512","108353","30703809","304906431","916388382","1668082293","6434605805","-379137241","0.7958998645903","0.44955750430572","3.2239637967175","2.8574870268706","0.7407638721701","0.38971885050464","0.61028114949536","14.366285562264","88.984413616289","Sin proceso","No"
"804010334","MEDIIMPLANTES SA","2020-12-31","C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)","01. SOCIEDAD ANÓNIMA","PAR INDUSTRIAL BUCARAMANGA MZ C BG 10","SANTANDER","BUCARAMANGA-SANTANDER","16781141","5257650","11523491","","6135165","4975464","16539","396323","4430145","-574246","23196","-597442","-597442","-597442","704535","6206210","17186162","655913","","576055","25328875","25328875","5994829","236766","310618","","6542213","31871088","943986","","943986","2451630","263959","3270774","110753","7041102","7041102","3189111","10230213","1130556","4148040","-2152350","21189545","21640875","31871088","18287773","3.5972884642205","1.1564543447886","0.40389527762287","0.47272640316069","0.32098725340032","0.68826543494256","0.31173456505744","133.13967149194","52.593968431586","Sin proceso","No"
"804010334","MEDIIMPLANTES SA","2020-12-31","C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)","01. SOCIEDAD ANÓNIMA","PAR INDUSTRIAL BUCARAMANGA MZ C BG 10","SANTANDER","BUCARAMANGA-SANTANDER","20819571","6220816","14598755","","7422945","6509206","","666604","3357227","-266254","246188","-512442","-512442","-512442","669034","8087738","12811397","327792","","651749","22547710","22547710","6856637","355149","638951","","7850737","30398447","1117067","","1117067","1685700","146614","2596103","88192","5633676","5633676","3208721","8842397","1130556","4148040","-1554908","21279347","21556050","30398447","16914034","4.002308616967","1.7282344600577","0.39216386054282","0.41020488447559","0.29088318228888","0.63712090737387","0.36287909262613","139.8484954373","29.148151035389","Sin proceso","No"
"805010369","LATINOAMERICANA DE LA CONSTRUCCION SA","2020-12-31","F4112 - Construcción de edificios no residenciales","01. SOCIEDAD ANÓNIMA","CL 17N 9N 23","VALLE","CALI-VALLE","33844551","32312056","1532495","6180989","","3312707","12229","4388548","1172443","3330969","119795","3211174","3211174","3211174","3108750","25092221","25143496","2710110","","230758","56285335","56285335","852840","326007","259184","","23764861","80050196","712421","5008812","5721233","16914224","316630","14917707","8434801","46304595","46304595","11321529","57626124","3000000","1280780","17261292","22424072","22424072","80050196","9980740","1.2155453470654","0.6725431676921","1.0238212848871","2.5698331685699","0.71987486451626","0.80353478224564","0.19646521775436","266.90262665916","179.91435726241","Sin proceso","No"
"805010369","LATINOAMERICANA DE LA CONSTRUCCION SA","2020-12-31","F4112 - Construcción de edificios no residenciales","01. SOCIEDAD ANÓNIMA","CL 17N 9N 23","VALLE","CALI-VALLE","59878598","56379870","3498728","789323","","3301549","223008","763494","189972","982224","70897","911327","911327","911327","7683079","20153969","16473346","2824501","","1338051","48472946","48472946","1318195","185287","980","","18464768","66937714","822869","1240238","2063107","9842033","168","12360642","6516450","30782400","30782400","15403508","46185908","3000000","1072754","15797052","20751806","20751806","66937714","17690546","1.5746967747804","1.0395420759915","0.9528182586633","2.2256331810349","0.689983347803","0.66648900785928","0.33351099214072","121.16898328181","59.171924499635","Sin proceso","No"
